               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 169,            0.018449,           0.0047399,                   0,             0.65565,              0.7055,             0.62256,             0.29403,            0.048127,            0.011997,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.018143,           0.0046595,                   0,             0.68796,             0.68497,             0.63848,             0.28911,            0.048446,            0.011634,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.018199,           0.0046334,                   0,             0.66024,              0.7055,             0.63183,             0.28788,             0.04791,            0.011753,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.017985,           0.0046658,                   0,             0.73071,             0.65861,             0.64737,             0.29057,            0.047904,            0.011632,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.017714,           0.0046262,                   0,             0.73751,             0.66667,             0.65038,             0.29482,            0.048258,            0.011835,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.017602,           0.0046645,                   0,              0.7129,             0.66699,              0.6511,             0.29266,            0.048082,            0.011486,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.017446,           0.0045767,                   0,             0.70529,             0.67961,             0.63708,             0.28974,            0.048456,            0.011753,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.017197,            0.004478,                   0,             0.64942,             0.71845,             0.63037,             0.29192,            0.048226,            0.011673,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.017587,           0.0045509,                   0,             0.69905,              0.6916,             0.63261,             0.29407,            0.047718,            0.011939,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.017462,            0.004575,                   0,               0.709,             0.68608,             0.64759,             0.29556,            0.047826,             0.01159,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.017193,            0.004708,                   0,             0.72372,              0.7055,             0.65531,             0.29135,            0.048284,            0.011483,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.017517,           0.0046689,                   0,             0.71323,             0.67638,             0.65117,             0.29424,            0.048306,            0.011587,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.017541,           0.0046066,                   0,             0.71805,             0.67638,             0.65608,             0.29643,            0.048246,            0.011801,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.017338,           0.0046364,                   0,             0.67632,              0.7055,             0.65356,             0.30049,            0.048163,            0.011949,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.017052,           0.0045478,                   0,             0.68759,             0.69091,             0.64824,              0.2987,            0.048137,            0.011938,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.017006,           0.0046022,                   0,             0.70607,             0.70227,             0.65813,             0.30475,            0.047838,             0.01166,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.017318,           0.0046076,                   0,             0.71767,             0.69579,             0.64792,             0.29808,            0.048417,            0.011949,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.016611,           0.0044523,                   0,             0.67825,             0.71845,             0.65263,             0.29605,            0.048605,            0.011946,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.016818,           0.0046076,                   0,             0.69926,             0.67721,             0.65249,             0.30058,            0.048264,            0.012002,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.016712,           0.0044581,                   0,             0.70078,             0.69579,             0.63077,             0.29608,            0.047933,            0.011929,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.016675,           0.0044859,                   0,             0.71089,             0.70025,             0.64701,             0.30295,            0.047666,            0.011834,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.016475,            0.004412,                   0,             0.70251,             0.68285,             0.65381,             0.30884,             0.04795,            0.011701,                   0,            0.003763,            0.003763,            0.003763
                 191,            0.016855,           0.0044705,                   0,             0.69532,             0.66343,             0.64181,             0.30153,            0.048288,             0.01188,                   0,             0.00373,             0.00373,             0.00373
                 192,             0.01606,           0.0043547,                   0,             0.68495,             0.67961,             0.63733,             0.30095,             0.04804,            0.012056,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.016125,           0.0044074,                   0,             0.68374,             0.69579,             0.64765,             0.30169,             0.04813,            0.012074,                   0,            0.003664,            0.003664,            0.003664
                 194,              0.0162,           0.0044083,                   0,             0.69351,             0.69579,             0.65089,             0.30126,            0.047965,            0.011984,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.016677,           0.0045283,                   0,             0.72594,             0.66343,             0.63485,             0.30044,            0.047807,            0.011944,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.016609,           0.0044156,                   0,             0.71598,             0.66896,             0.63412,             0.30033,             0.04777,            0.011882,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.016252,           0.0043152,                   0,             0.71685,             0.68932,             0.64334,              0.3059,            0.047509,            0.011849,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.015975,           0.0044074,                   0,             0.72914,             0.68932,               0.658,             0.31012,            0.047437,             0.01185,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.016108,           0.0043818,                   0,             0.71886,             0.69256,             0.65343,              0.3031,            0.047744,            0.011785,                   0,            0.003466,            0.003466,            0.003466
                 200,              0.0159,           0.0043623,                   0,             0.71893,             0.69535,              0.6587,             0.30446,             0.04741,            0.012177,                   0,            0.003433,            0.003433,            0.003433
                 201,            0.016082,           0.0044045,                   0,             0.70581,             0.69256,             0.65522,             0.30524,            0.047748,            0.012327,                   0,              0.0034,              0.0034,              0.0034
                 202,            0.015509,           0.0042997,                   0,             0.68771,             0.70556,             0.63384,             0.30118,            0.047858,            0.012394,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.016282,           0.0044008,                   0,             0.69428,             0.68608,             0.63276,             0.29672,            0.047865,            0.012234,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.015643,           0.0043827,                   0,             0.70056,             0.69579,             0.64155,             0.30228,            0.047466,            0.011999,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.015543,            0.004247,                   0,             0.72276,             0.66343,             0.63564,             0.30229,            0.047488,            0.011949,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.015286,           0.0043534,                   0,             0.72119,             0.67961,             0.65067,              0.3107,            0.047315,            0.012107,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.015328,           0.0042212,                   0,              0.7036,             0.68373,             0.65883,             0.31288,            0.047457,            0.011948,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.015255,           0.0042657,                   0,               0.693,             0.70227,             0.65325,             0.30443,            0.047713,            0.012232,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.015638,           0.0042671,                   0,             0.74357,             0.67961,             0.65931,             0.30486,            0.047966,            0.012254,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.015725,           0.0042709,                   0,             0.71958,             0.68285,             0.65694,             0.30251,            0.048187,            0.012275,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.014956,            0.004183,                   0,             0.68532,             0.71521,              0.6557,             0.30255,             0.04812,            0.012647,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.015198,            0.004279,                   0,             0.71367,             0.66019,              0.6535,             0.30509,            0.048026,            0.012576,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.015273,           0.0042436,                   0,             0.70815,             0.65962,             0.65561,             0.30278,            0.048392,             0.01263,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.015195,           0.0042686,                   0,             0.70467,             0.67638,             0.64219,             0.29539,            0.048409,            0.012609,                   0,            0.002971,            0.002971,            0.002971
                 215,            0.014618,           0.0041659,                   0,             0.71273,             0.67447,              0.6399,              0.2948,            0.048445,            0.012697,                   0,            0.002938,            0.002938,            0.002938
                 216,            0.014917,           0.0041904,                   0,             0.69389,             0.70874,             0.64686,             0.28901,            0.048303,            0.012787,                   0,            0.002905,            0.002905,            0.002905
                 217,            0.014918,           0.0041606,                   0,             0.72693,             0.67961,             0.65235,             0.29304,             0.04821,            0.012756,                   0,            0.002872,            0.002872,            0.002872
                 218,            0.014442,            0.004198,                   0,             0.72045,             0.67314,             0.65461,             0.29733,            0.048298,            0.012739,                   0,            0.002839,            0.002839,            0.002839
                 219,            0.014368,           0.0041114,                   0,             0.68207,             0.69903,             0.64699,             0.30226,            0.048083,            0.012902,                   0,            0.002806,            0.002806,            0.002806
                 220,            0.014677,           0.0041498,                   0,              0.6858,              0.7055,             0.64965,             0.30464,            0.047597,             0.01296,                   0,            0.002773,            0.002773,            0.002773
                 221,            0.014383,           0.0040381,                   0,             0.74308,             0.66019,             0.64592,              0.3036,            0.047584,            0.012878,                   0,             0.00274,             0.00274,             0.00274
                 222,            0.013981,           0.0040721,                   0,             0.73308,             0.67551,             0.65669,             0.30632,            0.047667,            0.012832,                   0,            0.002707,            0.002707,            0.002707
                 223,            0.014418,           0.0041804,                   0,             0.67573,              0.7216,             0.64919,             0.30189,               0.048,            0.012988,                   0,            0.002674,            0.002674,            0.002674
                 224,            0.014099,            0.004143,                   0,             0.71592,             0.68932,             0.64692,             0.30412,             0.04785,            0.013227,                   0,            0.002641,            0.002641,            0.002641
                 225,            0.014228,           0.0040715,                   0,             0.71906,             0.69256,             0.64367,             0.30219,            0.047865,            0.013177,                   0,            0.002608,            0.002608,            0.002608
                 226,            0.013953,           0.0039847,                   0,             0.71618,             0.70874,             0.65402,             0.30671,            0.047728,            0.013128,                   0,            0.002575,            0.002575,            0.002575
                 227,            0.014199,           0.0039964,                   0,             0.70383,             0.68932,             0.63907,             0.30276,            0.047689,            0.013218,                   0,            0.002542,            0.002542,            0.002542
                 228,            0.014134,           0.0040945,                   0,             0.69716,             0.68608,              0.6296,             0.29672,            0.047745,            0.013309,                   0,            0.002509,            0.002509,            0.002509
                 229,            0.014243,           0.0040058,                   0,             0.69677,             0.68415,             0.64073,             0.30218,            0.047707,            0.013067,                   0,            0.002476,            0.002476,            0.002476
                 230,            0.013722,           0.0040553,                   0,             0.68637,              0.7055,             0.65073,             0.31001,            0.047495,            0.013023,                   0,            0.002443,            0.002443,            0.002443
                 231,            0.013549,           0.0040096,                   0,             0.68649,             0.70865,             0.65597,              0.3094,            0.047493,            0.012939,                   0,             0.00241,             0.00241,             0.00241
                 232,            0.013439,           0.0039374,                   0,             0.71763,             0.68608,             0.65902,             0.30926,            0.047385,             0.01302,                   0,            0.002377,            0.002377,            0.002377
                 233,            0.013851,           0.0039868,                   0,             0.69365,             0.72168,             0.65467,             0.31061,            0.047358,            0.013105,                   0,            0.002344,            0.002344,            0.002344
                 234,            0.013644,           0.0039231,                   0,             0.71743,              0.6902,             0.64283,             0.30729,            0.047428,            0.013045,                   0,            0.002311,            0.002311,            0.002311
                 235,            0.013881,           0.0040308,                   0,             0.69161,             0.71521,             0.64074,             0.30475,             0.04755,            0.013007,                   0,            0.002278,            0.002278,            0.002278
                 236,            0.013506,           0.0038766,                   0,             0.72892,             0.67961,             0.63268,             0.30105,            0.047329,             0.01304,                   0,            0.002245,            0.002245,            0.002245
                 237,            0.013335,           0.0039941,                   0,             0.73241,             0.67961,              0.6432,             0.30161,            0.047444,            0.013012,                   0,            0.002212,            0.002212,            0.002212
                 238,            0.013536,           0.0039714,                   0,             0.72595,             0.67961,             0.64854,             0.31072,             0.04735,            0.012818,                   0,            0.002179,            0.002179,            0.002179
                 239,             0.01343,           0.0039601,                   0,             0.73378,             0.67961,             0.65068,             0.31045,            0.047189,            0.012801,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.013501,            0.003947,                   0,             0.72421,             0.67638,              0.6423,             0.30886,            0.047059,            0.012805,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.013278,           0.0039866,                   0,             0.72235,             0.67961,             0.63951,             0.30563,            0.047108,             0.01296,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.013519,           0.0039208,                   0,             0.72998,             0.69256,             0.64391,             0.30212,             0.04714,            0.012992,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.012979,           0.0039528,                   0,             0.70811,             0.70874,              0.6402,             0.30335,            0.047143,            0.012943,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.012982,           0.0038936,                   0,             0.72299,             0.69903,             0.64041,             0.30409,            0.047077,            0.012902,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.013055,           0.0039188,                   0,             0.72488,             0.69067,             0.64614,             0.30735,            0.047211,            0.012997,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.012952,           0.0039089,                   0,             0.73729,             0.68608,             0.64876,             0.30578,            0.047368,            0.013079,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.012966,           0.0038932,                   0,             0.70244,             0.72168,             0.65035,             0.30436,            0.047507,             0.01308,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.012855,           0.0038494,                   0,             0.74688,             0.66845,             0.64242,             0.30283,            0.047299,            0.013126,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.012631,            0.003797,                   0,             0.69724,             0.71197,             0.63878,             0.30855,            0.047193,            0.013152,                   0,            0.001816,            0.001816,            0.001816
                 250,             0.01243,           0.0037734,                   0,             0.68057,             0.70331,               0.635,             0.30657,            0.047246,            0.013175,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.012862,           0.0038561,                   0,             0.68398,             0.70227,             0.63938,             0.30754,            0.047312,            0.013096,                   0,             0.00175,             0.00175,             0.00175
                 252,            0.012488,           0.0038474,                   0,             0.69324,             0.70941,             0.64316,             0.30427,            0.047397,             0.01319,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.012861,           0.0038417,                   0,             0.67581,             0.69903,             0.63308,              0.3076,            0.047437,            0.013306,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.012917,           0.0037653,                   0,             0.67838,             0.69903,             0.63138,             0.30361,            0.047449,            0.013416,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.012971,           0.0038129,                   0,             0.67511,             0.68932,             0.62457,             0.30088,             0.04746,            0.013401,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.012665,           0.0038082,                   0,             0.69948,             0.69256,             0.63414,             0.30312,            0.047373,            0.013231,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.012646,           0.0037747,                   0,             0.70999,             0.70513,             0.63909,             0.30772,            0.047201,            0.013066,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.012493,           0.0037693,                   0,             0.68971,             0.71197,             0.64208,             0.31022,            0.047104,             0.01306,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.012561,           0.0038294,                   0,             0.68028,             0.72816,              0.6483,             0.31288,            0.047233,              0.0132,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.012326,           0.0037123,                   0,             0.68985,             0.72702,             0.64477,             0.31361,            0.047234,            0.013289,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.012732,            0.003738,                   0,             0.68916,             0.71752,             0.63726,             0.31344,            0.047251,            0.013371,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.012867,            0.003796,                   0,              0.6822,             0.72944,             0.64236,             0.31172,             0.04746,            0.013357,                   0,            0.001387,            0.001387,            0.001387
                 263,            0.012571,           0.0037393,                   0,             0.68967,             0.71204,             0.64135,             0.30643,             0.04747,             0.01337,                   0,            0.001354,            0.001354,            0.001354
                 264,            0.012255,           0.0037479,                   0,             0.69623,             0.71947,             0.64165,              0.3091,            0.047521,            0.013407,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.012412,             0.00375,                   0,             0.67738,             0.72816,             0.64346,             0.31182,            0.047538,             0.01344,                   0,            0.001288,            0.001288,            0.001288
                 266,            0.012511,           0.0036884,                   0,             0.67964,             0.72775,             0.64768,             0.31346,            0.047561,            0.013478,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.012646,           0.0036873,                   0,             0.67682,             0.72168,             0.65383,             0.31491,            0.047537,            0.013469,                   0,            0.001222,            0.001222,            0.001222
                 268,            0.012749,           0.0037656,                   0,             0.69184,             0.71197,             0.65356,             0.31441,            0.047478,            0.013388,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.012273,           0.0037831,                   0,             0.68457,             0.73786,             0.65808,             0.31418,            0.047489,            0.013344,                   0,            0.001156,            0.001156,            0.001156
                 270,            0.012134,           0.0037092,                   0,             0.68568,             0.73139,             0.65119,             0.31572,            0.047559,            0.013364,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.012158,           0.0037813,                   0,             0.68578,             0.73139,              0.6558,              0.3137,            0.047746,            0.013382,                   0,             0.00109,             0.00109,             0.00109
                 272,            0.012619,           0.0036902,                   0,             0.68708,             0.72168,             0.65448,             0.31244,            0.047765,            0.013452,                   0,            0.001057,            0.001057,            0.001057
                 273,            0.012427,           0.0037082,                   0,             0.68592,              0.7209,              0.6584,             0.31109,            0.047782,            0.013422,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.012459,           0.0037633,                   0,             0.68119,             0.71197,             0.64873,             0.31012,            0.047793,            0.013432,                   0,            0.000991,            0.000991,            0.000991
                 275,            0.012354,           0.0036412,                   0,             0.68465,             0.70965,             0.64717,             0.31016,            0.047878,            0.013453,                   0,            0.000958,            0.000958,            0.000958
                 276,             0.01185,           0.0036514,                   0,             0.67193,             0.71521,             0.65097,             0.31139,            0.047978,            0.013547,                   0,            0.000925,            0.000925,            0.000925
                 277,            0.012425,           0.0036193,                   0,             0.66538,             0.71197,             0.65208,             0.31318,            0.047921,            0.013632,                   0,            0.000892,            0.000892,            0.000892
                 278,            0.012519,           0.0037261,                   0,             0.66945,             0.71197,             0.64503,             0.31094,             0.04785,            0.013633,                   0,            0.000859,            0.000859,            0.000859
                 279,            0.012349,           0.0036977,                   0,               0.675,             0.71197,             0.64638,             0.30786,            0.047854,            0.013638,                   0,            0.000826,            0.000826,            0.000826
                 280,            0.012425,            0.003813,                   0,             0.66481,             0.71197,             0.64558,             0.31109,            0.047807,            0.013572,                   0,            0.000793,            0.000793,            0.000793
                 281,            0.012381,           0.0037297,                   0,              0.6643,             0.70874,             0.64573,              0.3091,            0.047844,            0.013559,                   0,             0.00076,             0.00076,             0.00076
                 282,            0.012373,           0.0038068,                   0,             0.66785,             0.71521,             0.64406,             0.30898,            0.047898,            0.013555,                   0,            0.000727,            0.000727,            0.000727
                 283,            0.012546,           0.0037117,                   0,             0.66144,             0.71447,             0.64253,             0.30938,            0.047927,            0.013568,                   0,            0.000694,            0.000694,            0.000694
                 284,            0.012578,           0.0036861,                   0,             0.66651,             0.70874,             0.64294,             0.30738,            0.047958,            0.013658,                   0,            0.000661,            0.000661,            0.000661
                 285,            0.012293,           0.0036107,                   0,             0.67074,             0.70542,             0.63635,             0.30526,             0.04799,            0.013776,                   0,            0.000628,            0.000628,            0.000628
                 286,            0.012698,            0.003665,                   0,             0.68002,             0.70151,              0.6361,             0.30658,            0.047995,            0.013827,                   0,            0.000595,            0.000595,            0.000595
                 287,            0.012235,           0.0037232,                   0,             0.68167,              0.7138,              0.6459,             0.31062,            0.047938,            0.013834,                   0,            0.000562,            0.000562,            0.000562
                 288,            0.011502,           0.0035925,                   0,             0.67889,             0.71521,             0.64439,             0.30942,            0.047928,            0.013854,                   0,            0.000529,            0.000529,            0.000529
                 289,            0.011141,           0.0035971,                   0,             0.67938,             0.71319,             0.64202,              0.3095,            0.047899,            0.013901,                   0,            0.000496,            0.000496,            0.000496
                 290,            0.010696,           0.0035887,                   0,             0.68362,             0.71197,             0.64338,             0.31039,            0.047864,             0.01396,                   0,            0.000463,            0.000463,            0.000463
                 291,             0.01064,           0.0035437,                   0,              0.6817,             0.71521,             0.64229,             0.31134,            0.047785,            0.013968,                   0,             0.00043,             0.00043,             0.00043
                 292,            0.010733,           0.0034935,                   0,             0.68212,             0.72222,             0.64276,             0.31062,            0.047755,            0.013976,                   0,            0.000397,            0.000397,            0.000397
                 293,            0.010177,           0.0034845,                   0,             0.68712,             0.72492,             0.64836,             0.31189,            0.047721,            0.014022,                   0,            0.000364,            0.000364,            0.000364
                 294,            0.010211,           0.0035506,                   0,             0.68418,             0.72492,             0.64578,             0.31018,            0.047701,            0.014076,                   0,            0.000331,            0.000331,            0.000331
                 295,             0.00993,           0.0034823,                   0,             0.68602,              0.7283,              0.6484,              0.3114,            0.047653,            0.014102,                   0,            0.000298,            0.000298,            0.000298
                 296,           0.0098013,           0.0033584,                   0,             0.68621,             0.72896,             0.64948,             0.31355,            0.047625,            0.014118,                   0,            0.000265,            0.000265,            0.000265
                 297,           0.0098955,           0.0036027,                   0,             0.68625,              0.7291,             0.64953,             0.31106,            0.047611,            0.014157,                   0,            0.000232,            0.000232,            0.000232
                 298,           0.0097581,           0.0034392,                   0,             0.68641,             0.72962,             0.64979,              0.3117,            0.047607,            0.014205,                   0,            0.000199,            0.000199,            0.000199
                 299,           0.0098882,           0.0034789,                   0,             0.68655,             0.73009,             0.65151,             0.31299,            0.047599,             0.01421,                   0,            0.000166,            0.000166,            0.000166
